region,price,construction_area,saleable_area
粉嶺,售 468 萬,建築面積 : 500呎@9360,實用面積: 369呎@12683
馬鞍山,售 798 萬,建築面積 : --,實用面積: 511呎@15616
元朗,售 390 萬,建築面積 : 700呎@5571,實用面積: --
荔枝角,售 850 萬,建築面積 : 631呎@13470,實用面積: 464呎@18319
青衣,"售 1,428 萬",建築面積 : 1052呎@13574,實用面積: 849呎@16820
灣仔,售 650 萬,建築面積 : 478呎@13598,實用面積: 355呎@18310
將軍澳,"售 1,000 萬",建築面積 : 1069呎@9355,實用面積: 813呎@12300
北角,"售 1,200 萬",建築面積 : 719呎@16690,實用面積: 612呎@19608
馬鞍山,售 888 萬,建築面積 : 682呎@13020,實用面積: 552呎@16087
元朗,售 678 萬,建築面積 : 874呎@7757,實用面積: 699呎@9700
沙田,售 58 萬,建築面積 : --,實用面積: --
奧運,售 970 萬,建築面積 : 609呎@15928,實用面積: 457呎@21225
荃灣,"售 1,700 萬",建築面積 : --,實用面積: 839呎@20262
元朗,"售 1,380 萬",建築面積 : 1050呎@13142,實用面積: 1035呎@13333
東涌,售 980 萬,建築面積 : 1126呎@8703,實用面積: 846呎@11584
元朗,售 780 萬,建築面積 : --,實用面積: 649呎@12018
東涌,售 630 萬,建築面積 : 680呎@9264,實用面積: 495呎@12727
將軍澳,售 708 萬,建築面積 : 595呎@11899,實用面積: 463呎@15292
將軍澳,售 910 萬,建築面積 : --,實用面積: 516呎@17636
荃灣,售 128 萬,建築面積 : 256呎@5000,實用面積: --
荃灣,售 889 萬,建築面積 : --,實用面積: 427呎@20820
九龍灣,售 730 萬,建築面積 : 572呎@12762,實用面積: 460呎@15870
沙田,售 530 萬,建築面積 : 735呎@7210,實用面積: 516呎@10271
西半山,售 960 萬,建築面積 : 570呎@16842,實用面積: 431呎@22274
藍田,售 638 萬,建築面積 : 489呎@13047,實用面積: 420呎@15190
荔枝角,售 850 萬,建築面積 : 666呎@12763,實用面積: 468呎@18162
牛池灣,"售 1,300 萬",建築面積 : 923呎@14085,實用面積: 710呎@18310
大埔,"售 1,088 萬",建築面積 : 1030呎@10563,實用面積: 822呎@13236
馬鞍山,售 950 萬,建築面積 : 805呎@11801,實用面積: 615呎@15447
將軍澳,"售 1,690 萬",建築面積 : --,實用面積: 896呎@18862
上水,"售 4,500 萬",建築面積 : 4848呎@9282,實用面積: 3764呎@11955
元朗,售 825 萬,建築面積 : 653呎@12634,實用面積: 507呎@16272
屯門,售 368 萬,建築面積 : --,實用面積: 272呎@13529
元朗,售 790 萬,建築面積 : --,實用面積: 500呎@15800
大埔,"售 1,280 萬",建築面積 : --,實用面積: 974呎@13142
大埔,售 908 萬,建築面積 : 910呎@9978,實用面積: 722呎@12576
大埔,"售 3,800 萬",建築面積 : --,實用面積: 2475呎@15354
葵涌,售 388 萬,建築面積 : --,實用面積: 355呎@10930
葵涌,售 540 萬,建築面積 : --,實用面積: 735呎@7347
葵涌,售 438 萬,建築面積 : 550呎@7964,實用面積: 415呎@10554
長沙灣,售 423 萬,建築面積 : --,實用面積: 279呎@15161
大圍,售 880 萬,建築面積 : 700呎@12571,實用面積: 650呎@13538
大圍,售 348 萬,建築面積 : --,實用面積: 490呎@7102
荔枝角,售 995 萬,建築面積 : 819呎@12149,實用面積: 577呎@17244
火炭,售 908 萬,建築面積 : --,實用面積: 660呎@13758
柴灣,售 399 萬,建築面積 : --,實用面積: 290呎@13759
東涌,售 845 萬,建築面積 : 1013呎@8341,實用面積: 749呎@11282
沙田,"售 2,700 萬",建築面積 : --,實用面積: 1538呎@17555
火炭,"售 1,800 萬",建築面積 : --,實用面積: 1294呎@13910
火炭,售 638 萬,建築面積 : --,實用面積: 496呎@12863
火炭,"售 1,480 萬",建築面積 : 1676呎@8831,實用面積: 1296呎@11420
大埔,售 780 萬,建築面積 : --,實用面積: 620呎@12581
紅磡,"售 1,780 萬",建築面積 : --,實用面積: 874呎@20366
沙田,售 778 萬,建築面積 : 941呎@8267,實用面積: 657呎@11842
馬鞍山,"售 1,000 萬",建築面積 : 905呎@11049,實用面積: 690呎@14493
將軍澳,"售 1,100 萬",建築面積 : --,實用面積: 803呎@13699
火炭,"售 1,150 萬",建築面積 : 998呎@11523,實用面積: 794呎@14484
火炭,"售 1,358 萬",建築面積 : --,實用面積: 974呎@13943
沙田,售 520 萬,建築面積 : --,實用面積: 327呎@15902
屯門,售 590 萬,建築面積 : 1400呎@4214,實用面積: --
馬鞍山,售 618 萬,建築面積 : --,實用面積: 1400呎@4414
美孚,售 875 萬,建築面積 : 804呎@10883,實用面積: 603呎@14511
青衣,售 588 萬,建築面積 : --,實用面積: 365呎@16110
深井(荃灣),"售 1,080 萬",建築面積 : 1051呎@10276,實用面積: 808呎@13366
深井(荃灣),售 800 萬,建築面積 : 858呎@9324,實用面積: 701呎@11412
荃灣,售 680 萬,建築面積 : --,實用面積: 423呎@16076
東涌,售 880 萬,建築面積 : 1090呎@8073,實用面積: 803呎@10959
沙田,售 570 萬,建築面積 : 395呎@14430,實用面積: 327呎@17431
火炭,售 615 萬,建築面積 : 623呎@9872,實用面積: 498呎@12349
大圍,"售 4,000 萬",建築面積 : --,實用面積: 1305呎@30651
東涌,售 850 萬,建築面積 : 986呎@8620,實用面積: 729呎@11660
灣仔,售 880 萬,建築面積 : --,實用面積: 476呎@18487
深井(屯門),售 728 萬,建築面積 : 968呎@7521,實用面積: 716呎@10168
馬鞍山,"售 1,130 萬",建築面積 : 885呎@12768,實用面積: 657呎@17199
九龍灣,售 638 萬,建築面積 : 482呎@13236,實用面積: 375呎@17013
九龍灣,售 488 萬,建築面積 : 371呎@13153,實用面積: 285呎@17123
大埔,售 628 萬,建築面積 : --,實用面積: 700呎@8971
火炭,"售 1,075 萬",建築面積 : --,實用面積: 695呎@15468
火炭,售 675 萬,建築面積 : --,實用面積: 510呎@13235
大埔,"售 3,100 萬",建築面積 : 2150呎@14419,實用面積: 1535呎@20195
元朗,售 445 萬,建築面積 : 780呎@5705,實用面積: --
元朗,售 850 萬,建築面積 : --,實用面積: 1071呎@7937
荔枝角,售 200 萬,建築面積 : 299呎@6689,實用面積: --
東涌,售 743 萬,建築面積 : --,實用面積: 572呎@12990
馬灣,售 548 萬,建築面積 : 653呎@8392,實用面積: 490呎@11184
西貢,售 468 萬,建築面積 : 700呎@6685,實用面積: --
元朗,售 278 萬,建築面積 : --,實用面積: 390呎@7128
沙田,"售 3,999 萬",建築面積 : 2980呎@13419,實用面積: 2250呎@17773
愉景灣,售 605 萬,建築面積 : 724呎@8356,實用面積: 615呎@9837
銅鑼灣,"售 1,050 萬",建築面積 : 630呎@16667,實用面積: 555呎@18919
將軍澳,"售 1,048 萬",建築面積 : 862呎@12158,實用面積: 636呎@16478
大埔,"售 1,430 萬",建築面積 : 1559呎@9173,實用面積: 1281呎@11163
沙田,"售 2,088 萬",建築面積 : --,實用面積: 1507呎@13855
元朗,售 538 萬,建築面積 : 650呎@8276,實用面積: 650呎@8277
觀塘,售 82 萬,建築面積 : 120呎@6833,實用面積: --
大圍,"售 1,200 萬",建築面積 : 912呎@13157,實用面積: 688呎@17442
沙田,售 650 萬,建築面積 : --,實用面積: 350呎@18571
大埔,售 499 萬,建築面積 : 538呎@9275,實用面積: 447呎@11163
深井(荃灣),售 630 萬,建築面積 : 683呎@9224,實用面積: 570呎@11053
大圍,"售 1,138 萬",建築面積 : 901呎@12630,實用面積: 677呎@16809
元朗,售 438 萬,建築面積 : 700呎@6257,實用面積: 700呎@6257
元朗,售 888 萬,建築面積 : --,實用面積: 539呎@16475
沙田,售 700 萬,建築面積 : --,實用面積: 393呎@17812
東涌,售 950 萬,建築面積 : --,實用面積: 914呎@10394
大圍,售 998 萬,建築面積 : --,實用面積: 509呎@19607
東涌,售 980 萬,建築面積 : --,實用面積: 901呎@10877
馬鞍山,售 878 萬,建築面積 : 682呎@12873,實用面積: 552呎@15906
屯門,售 398 萬,建築面積 : 448呎@8884,實用面積: 327呎@12171
青衣,售 760 萬,建築面積 : --,實用面積: 547呎@13894
馬灣,售 738 萬,建築面積 : 797呎@9259,實用面積: 607呎@12158
天水圍,售 548 萬,建築面積 : 708呎@7740,實用面積: 551呎@9946
大埔,"售 1,298 萬",建築面積 : 1185呎@10954,實用面積: 993呎@13072
元朗,售 480 萬,建築面積 : 700呎@6857,實用面積: --
元朗,售 490 萬,建築面積 : 700呎@7000,實用面積: --
元朗,售 568 萬,建築面積 : 700呎@8114,實用面積: --
屯門,售 538 萬,建築面積 : 700呎@7685,實用面積: --
元朗,售 368 萬,建築面積 : 700呎@5257,實用面積: --
元朗,售 950 萬,建築面積 : 2100呎@4523,實用面積: --
元朗,售 238 萬,建築面積 : 350呎@6800,實用面積: --
天水圍,售 538 萬,建築面積 : --,實用面積: 547呎@9835
鴨脷洲,售 505 萬,建築面積 : --,實用面積: 284呎@17782
香港仔,售 980 萬,建築面積 : --,實用面積: 511呎@19178
深井(荃灣),售 640 萬,建築面積 : 683呎@9370,實用面積: 570呎@11228
將軍澳,售 799 萬,建築面積 : --,實用面積: 473呎@16892
元朗,售 468 萬,建築面積 : 700呎@6685,實用面積: 700呎@6686
元朗,售 380 萬,建築面積 : 700呎@5428,實用面積: 700呎@5429
觀塘,售 86 萬,建築面積 : 125呎@6880,實用面積: --
元朗,售 598 萬,建築面積 : 700呎@8542,實用面積: --
將軍澳,售 845 萬,建築面積 : --,實用面積: 673呎@12556
土瓜灣,售 478 萬,建築面積 : 495呎@9657,實用面積: 409呎@11687
天水圍,售 560 萬,建築面積 : 704呎@7954,實用面積: 550呎@10182
元朗,售 360 萬,建築面積 : 550呎@6545,實用面積: --
馬鞍山,售 720 萬,建築面積 : 605呎@11901,實用面積: 490呎@14694
葵涌,售 600 萬,建築面積 : --,實用面積: 400呎@15000
馬鞍山,售 835 萬,建築面積 : 744呎@11223,實用面積: 551呎@15154
大圍,"售 2,180 萬",建築面積 : 1945呎@11208,實用面積: 1592呎@13693
火炭,售 918 萬,建築面積 : 686呎@13382,實用面積: 534呎@17191
火炭,"售 1,378 萬",建築面積 : 1127呎@12227,實用面積: 974呎@14148
馬鞍山,"售 1,495 萬",建築面積 : --,實用面積: 811呎@18434
元朗,售 498 萬,建築面積 : 1260呎@3952,實用面積: --
天水圍,售 460 萬,建築面積 : 581呎@7917,實用面積: 446呎@10314
元朗,售 448 萬,建築面積 : 700呎@6400,實用面積: --
屯門,售 788 萬,建築面積 : --,實用面積: 691呎@11404
美孚,"售 1,130 萬",建築面積 : 954呎@11844,實用面積: 716呎@15782
深水埗,售 500 萬,建築面積 : 365呎@13698,實用面積: 272呎@18382
屯門,售 350 萬,建築面積 : --,實用面積: 376呎@9309
長沙灣,售 718 萬,建築面積 : 669呎@10732,實用面積: 452呎@15885
馬鞍山,售 960 萬,建築面積 : 790呎@12152,實用面積: 604呎@15894
深水埗,售 375 萬,建築面積 : 698呎@5372,實用面積: 500呎@7500
天水圍,售 620 萬,建築面積 : 815呎@7607,實用面積: 638呎@9718
大埔,售 898 萬,建築面積 : 700呎@12828,實用面積: 700呎@12829
將軍澳,售 715 萬,建築面積 : --,實用面積: 503呎@14215
馬鞍山,售 778 萬,建築面積 : --,實用面積: 511呎@15225
馬鞍山,售 840 萬,建築面積 : 744呎@11290,實用面積: 551呎@15245
元朗,售 498 萬,建築面積 : 700呎@7114,實用面積: --
天水圍,售 470 萬,建築面積 : 581呎@8089,實用面積: 446呎@10538
屯門,售 478 萬,建築面積 : --,實用面積: 396呎@12071
元朗,售 368 萬,建築面積 : 700呎@5257,實用面積: --
元朗,售 568 萬,建築面積 : 1400呎@4057,實用面積: --
元朗,售 548 萬,建築面積 : 1100呎@4981,實用面積: --
天水圍,售 588 萬,建築面積 : 811呎@7250,實用面積: 630呎@9333
奧運,"售 2,800 萬",建築面積 : 1230呎@22764,實用面積: 968呎@28926
美孚,售 856 萬,建築面積 : 853呎@10035,實用面積: 638呎@13417
美孚,"售 1,098 萬",建築面積 : 716呎@15335,實用面積: 538呎@20409
馬灣,售 948 萬,建築面積 : 1027呎@9230,實用面積: 794呎@11940
東涌,售 738 萬,建築面積 : --,實用面積: 518呎@14247
火炭,售 605 萬,建築面積 : 623呎@9711,實用面積: 498呎@12149
元朗,售 328 萬,建築面積 : 400呎@8200,實用面積: --
美孚,"售 1,200 萬",建築面積 : 1131呎@10610,實用面積: 848呎@14151
堅尼地城,售 828 萬,建築面積 : 529呎@15652,實用面積: 401呎@20648
何文田,售 998 萬,建築面積 : --,實用面積: 503呎@19841
馬鞍山,售 465 萬,建築面積 : 596呎@7802,實用面積: 436呎@10665
長沙灣,售 418 萬,建築面積 : --,實用面積: 300呎@13933
佐敦,售 848 萬,建築面積 : --,實用面積: 820呎@10341
馬鞍山,售 430 萬,建築面積 : --,實用面積: 221呎@19457
藍田,售 748 萬,建築面積 : 680呎@11000,實用面積: 537呎@13929
大埔,"售 1,198 萬",建築面積 : 1038呎@11541,實用面積: 883呎@13567
大埔,"售 1,175 萬",建築面積 : 1087呎@10810,實用面積: 969呎@12126
屯門,售 548 萬,建築面積 : 549呎@9981,實用面積: 393呎@13944
大埔,售 658 萬,建築面積 : 575呎@11443,實用面積: 453呎@14525
元朗,售 278 萬,建築面積 : 400呎@6950,實用面積: --
元朗,售 388 萬,建築面積 : 780呎@4974,實用面積: --
馬灣,售 605 萬,建築面積 : 665呎@9098,實用面積: 507呎@11933
元朗,售 388 萬,建築面積 : 700呎@5542,實用面積: --
大埔,售 790 萬,建築面積 : 827呎@9553,實用面積: 608呎@12993
上環,售 590 萬,建築面積 : --,實用面積: 262呎@22519
沙田,售 888 萬,建築面積 : 782呎@11355,實用面積: 600呎@14800
馬鞍山,售 978 萬,建築面積 : --,實用面積: 696呎@14052
馬鞍山,售 738 萬,建築面積 : 605呎@12198,實用面積: 451呎@16364
屯門,售 408 萬,建築面積 : 535呎@7626,實用面積: 419呎@9737
元朗,售 580 萬,建築面積 : --,實用面積: 371呎@15633
大埔,售 568 萬,建築面積 : 522呎@10881,實用面積: 431呎@13179
元朗,售 428 萬,建築面積 : --,實用面積: 700呎@6114
大圍,"售 1,138 萬",建築面積 : 901呎@12630,實用面積: 677呎@16809
屯門,售 688 萬,建築面積 : 700呎@9829,實用面積: --
九龍灣,售 620 萬,建築面積 : 486呎@12757,實用面積: 368呎@16848
九龍灣,售 738 萬,建築面積 : 578呎@12768,實用面積: 517呎@14275
大埔,售 550 萬,建築面積 : 700呎@7857,實用面積: --
美孚,售 880 萬,建築面積 : 889呎@9899,實用面積: 667呎@13193
大埔,"售 2,100 萬",建築面積 : --,實用面積: 1403呎@14968
將軍澳,"售 1,000 萬",建築面積 : --,實用面積: 750呎@13333
美孚,售 850 萬,建築面積 : 888呎@9572,實用面積: 666呎@12763
東涌,售 698 萬,建築面積 : 749呎@9319,實用面積: 563呎@12398
灣仔,售 690 萬,建築面積 : 505呎@13663,實用面積: 357呎@19328
將軍澳,售 828 萬,建築面積 : --,實用面積: 472呎@17542
東涌,售 660 萬,建築面積 : 749呎@8811,實用面積: 563呎@11723
元朗,"售 1,000 萬",建築面積 : 1300呎@7692,實用面積: 902呎@11086
東涌,售 570 萬,建築面積 : --,實用面積: 388呎@14691
清水灣,"售 1,880 萬",建築面積 : 1800呎@10444,實用面積: --
屯門,售 415 萬,建築面積 : 501呎@8283,實用面積: 353呎@11756
將軍澳,售 798 萬,建築面積 : --,實用面積: 516呎@15465
東涌,售 658 萬,建築面積 : 749呎@8785,實用面積: 563呎@11687
馬鞍山,售 768 萬,建築面積 : --,實用面積: 496呎@15484
奧運,"售 1,000 萬",建築面積 : --,實用面積: 457呎@21882
荃灣,售 728 萬,建築面積 : --,實用面積: 700呎@10400
深井(荃灣),"售 1,080 萬",建築面積 : 1051呎@10276,實用面積: 808呎@13366
大角咀,售 700 萬,建築面積 : --,實用面積: 459呎@15251
九龍灣,售 485 萬,建築面積 : --,實用面積: 282呎@17199
深水埗,售 938 萬,建築面積 : --,實用面積: 601呎@15607
將軍澳,售 768 萬,建築面積 : --,實用面積: 492呎@15610
將軍澳,"售 1,050 萬",建築面積 : 1330呎@7895,實用面積: 1002呎@10479
將軍澳,售 760 萬,建築面積 : --,實用面積: 436呎@17431
將軍澳,"售 1,038 萬",建築面積 : 1300呎@7985,實用面積: 977呎@10624
荃灣,售 870 萬,建築面積 : --,實用面積: 429呎@20280
荃灣,售 860 萬,建築面積 : --,實用面積: 470呎@18298
荃灣,"售 1,510 萬",建築面積 : --,實用面積: 839呎@17998
荃灣,售 698 萬,建築面積 : 586呎@11911,實用面積: 420呎@16619
荃灣,"售 1,380 萬",建築面積 : --,實用面積: 773呎@17853
馬鞍山,售 550 萬,建築面積 : 738呎@7452,實用面積: 536呎@10261
西貢,"售 1,360 萬",建築面積 : 1180呎@11525,實用面積: 1031呎@13191
